t [min]	h [mm]	Q [m3/s]
214740	368	11.50336
214755	363	11.31716
214770	361	11.24324
214785	361	11.24324
214800	360	11.2064
214815	358	11.13296
214830	358	11.13296
214845	358	11.13296
214860	362	11.28016
214875	361	11.24324
214890	358	11.13296
214905	353	10.95076
214920	355	11.0234
214935	351	10.87844
214950	352	10.91456
214965	356	11.05984
214980	347	10.73476
214995	356	11.05984
215010	346	10.69904
215025	347	10.73476
215040	350	10.8424
215055	348	10.77056
215070	349	10.80644
215085	351	10.87844
215100	348	10.77056
215115	349	10.80644
215130	343	10.59236
215145	347	10.73476
215160	345	10.6634
215175	339	10.45124
215190	330	10.1384
215205	341	10.52164
215220	338	10.41616
215235	335	10.3114
215250	332	10.20736
215265	340	10.4864
215280	339	10.45124
215295	338	10.41616
215310	337	10.38116
215325	334	10.27664
215340	332	10.20736
215355	337	10.38116
215370	335	10.3114
215385	331	10.17284
215400	323	9.89956
215415	323	9.89956
215430	325	9.9674
215445	330	10.1384
215460	323	9.89956
215475	311	9.49924
215490	325	9.9674
215505	317	9.69796
215520	317	9.69796
215535	324	9.93344
215550	322	9.86576
215565	319	9.76484
215580	316	9.66464
215595	319	9.76484
215610	320	9.7984
215625	320	9.7984
215640	319	9.76484
215655	320	9.7984
215670	316	9.66464
215685	315	9.6314
215700	309	9.43364
215715	309	9.43364
215730	311	9.49924
215745	310	9.4664
215760	319	9.76484
215775	314	9.59824
215790	320	9.7984
215805	312	9.53216
215820	314	9.59824
215835	317	9.69796
215850	311	9.49924
215865	317	9.69796
215880	318	9.73136
215895	316	9.66464
215910	315	9.6314
215925	313	9.56516
215940	307	9.36836
215955	305	9.3034
215970	313	9.56516
215985	306	9.33584
216000	305	9.3034
216015	315	9.6314
216030	309	9.43364
216045	311	9.49924
216060	302	9.20656
216075	311	9.49924
216090	309	9.43364
216105	301	9.17444
216120	307	9.36836
216135	302	9.20656
216150	300	9.1424
216165	308	9.40096
216180	306	9.33584
216195	307	9.36836
216210	312	9.53216
216225	309	9.43364
216240	308	9.40096
216255	306	9.33584
216270	310	9.4664
216285	304	9.27104
216300	311	9.49924
216315	307	9.36836
216330	312	9.53216
216345	304	9.27104
216360	311	9.49924
216375	312	9.53216
216390	304	9.27104
216405	317	9.69796
216420	311	9.49924
216435	309	9.43364
216450	313	9.56516
216465	315	9.6314
216480	315	9.6314
216495	311	9.49924
216510	304	9.27104
216525	312	9.53216
216540	309	9.43364
216555	311	9.49924
216570	307	9.36836
216585	310	9.4664
216600	305	9.3034
216615	301	9.17444
216630	310	9.4664
216645	303	9.23876
216660	295	8.9834
216675	306	9.33584
216690	294	8.95184
216705	299	9.11044
216720	292	8.88896
216735	298	9.07856
216750	304	9.27104
216765	292	8.88896
216780	303	9.23876
216795	302	9.20656
216810	301	9.17444
216825	301	9.17444
216840	296	9.01504
216855	300	9.1424
216870	298	9.07856
216885	295	8.9834
216900	288	8.76416
216915	290	8.8264
216930	291	8.85764
216945	294	8.95184
216960	294	8.95184
216975	293	8.92036
216990	291	8.85764
217005	289	8.79524
217020	295	8.9834
217035	292	8.88896
217050	288	8.76416
217065	280	8.5184
217080	283	8.60996
217095	287	8.73316
217110	292	8.88896
217125	287	8.73316
217140	292	8.88896
217155	292	8.88896
217170	285	8.6714
217185	287	8.73316
217200	287	8.73316
217215	285	8.6714
217230	295	8.9834
217245	292	8.88896
217260	283	8.60996
217275	294	8.95184
217290	289	8.79524
217305	291	8.85764
217320	290	8.8264
217335	290	8.8264
217350	284	8.64064
217365	291	8.85764
217380	287	8.73316
217395	285	8.6714
217410	291	8.85764
217425	291	8.85764
217440	290	8.8264
217455	291	8.85764
217470	288	8.76416
217485	294	8.95184
217500	287	8.73316
217515	292	8.88896
217530	284	8.64064
217545	278	8.45776
217560	288	8.76416
217575	281	8.54884
217590	295	8.9834
217605	291	8.85764
217620	294	8.95184
217635	290	8.8264
217650	287	8.73316
217665	295	8.9834
217680	299	9.11044
217695	301	9.17444
217710	298	9.07856
217725	300	9.1424
217740	294	8.95184
217755	306	9.33584
217770	302	9.20656
217785	308	9.40096
217800	306	9.33584
217815	307	9.36836
217830	308	9.40096
217845	312	9.53216
217860	305	9.3034
217875	313	9.56516
217890	308	9.40096
217905	310	9.4664
217920	307	9.36836
217935	314	9.59824
217950	309	9.43364
217965	314	9.59824
217980	317	9.69796
217995	315	9.6314
218010	311	9.49924
218025	311	9.49924
218040	306	9.33584
218055	308	9.40096
218070	312	9.53216
218085	313	9.56516
218100	311	9.49924
218115	312	9.53216
218130	301	9.17444
218145	309	9.43364
218160	308	9.40096
218175	311	9.49924
218190	303	9.23876
218205	308	9.40096
218220	304	9.27104
218235	293	8.92036
218250	306	9.33584
218265	303	9.23876
218280	299	9.11044
218295	293	8.92036
218310	299	9.11044
218325	293	8.92036
218340	295	8.9834
218355	289	8.79524
218370	299	9.11044
218385	299	9.11044
218400	291	8.85764
218415	294	8.95184
218430	285	8.6714
218445	293	8.92036
218460	290	8.8264
218475	281	8.54884
218490	292	8.88896
218505	293	8.92036
218520	291	8.85764
218535	285	8.6714
218550	281	8.54884
218565	283	8.60996
218580	288	8.76416
218595	286	8.70224
218610	289	8.79524
218625	288	8.76416
218640	282	8.57936
218655	289	8.79524
218670	287	8.73316
218685	285	8.6714
218700	286	8.70224
218715	286	8.70224
218730	289	8.79524
218745	288	8.76416
218760	282	8.57936
218775	287	8.73316
218790	285	8.6714
218805	283	8.60996
218820	281	8.54884
218835	278	8.45776
218850	283	8.60996
218865	279	8.48804
218880	276	8.39744
218895	281	8.54884
218910	273	8.30756
218925	278	8.45776
218940	283	8.60996
218955	282	8.57936
218970	285	8.6714
218985	281	8.54884
219000	280	8.5184
219015	280	8.5184
219030	282	8.57936
219045	279	8.48804
219060	273	8.30756
219075	285	8.6714
219090	286	8.70224
219105	286	8.70224
219120	286	8.70224
219135	290	8.8264
219150	295	8.9834
219165	298	9.07856
219180	294	8.95184
219195	291	8.85764
219210	296	9.01504
219225	297	9.04676
219240	298	9.07856
219255	297	9.04676
219270	298	9.07856
219285	301	9.17444
219300	304	9.27104
219315	303	9.23876
219330	306	9.33584
219345	307	9.36836
219360	302	9.20656
219375	297	9.04676
219390	307	9.36836
219405	312	9.53216
219420	315	9.6314
219435	311	9.49924
219450	312	9.53216
219465	318	9.73136
219480	320	9.7984
219495	321	9.83204
219510	332	10.20736
219525	321	9.83204
219540	334	10.27664
219555	339	10.45124
219570	333	10.24196
219585	338	10.41616
219600	342	10.55696
219615	344	10.62784
219630	336	10.34624
219645	342	10.55696
219660	345	10.6634
219675	353	10.95076
219690	359	11.16964
219705	359	11.16964
219720	351	10.87844
219735	363	11.31716
219750	373	11.69156
219765	371	11.61604
219780	383	12.07396
219795	386	12.19024
219810	389	12.30724
219825	393	12.46436
219840	394	12.50384
219855	400	12.7424
219870	403	12.86276
219885	405	12.9434
219900	409	13.10564
219915	416	13.39264
219930	418	13.47536
219945	419	13.51684
219960	429	13.93604
219975	433	14.10596
219990	438	14.32016
220005	438	14.32016
220020	447	14.71076
220035	452	14.93056
220050	457	15.15236
220065	455	15.0634
220080	466	15.55664
220095	482	16.29136
220110	487	16.52516
220125	488	16.57216
220140	492	16.76096
220155	493	16.80836
220170	496	16.95104
220185	500	17.1424
220200	500	17.1424
220215	496	16.95104
220230	501	17.19044
220245	491	16.71364
220260	501	17.19044
220275	495	16.9034
220290	491	16.71364
220305	489	16.61924
220320	490	16.6664
220335	485	16.4314
220350	481	16.24484
220365	482	16.29136
220380	482	16.29136
220395	478	16.10576
220410	471	15.78404
220425	468	15.64736
220440	466	15.55664
220455	465	15.5114
220470	463	15.42116
220485	457	15.15236
220500	460	15.2864
220515	462	15.37616
220530	458	15.19696
220545	446	14.66704
220560	451	14.88644
220575	447	14.71076
220590	449	14.79844
220605	445	14.6234
220620	444	14.57984
220635	446	14.66704
220650	438	14.32016
220665	440	14.4064
220680	441	14.44964
220695	437	14.27716
220710	432	14.06336
220725	433	14.10596
220740	430	13.9784
220755	428	13.89376
220770	427	13.85156
220785	427	13.85156
220800	424	13.72544
220815	424	13.72544
220830	418	13.47536
220845	415	13.3514
220860	409	13.10564
220875	415	13.3514
220890	412	13.22816
220905	407	13.02436
220920	404	12.90304
220935	398	12.66256
220950	401	12.78244
220965	396	12.58304
220980	391	12.38564
220995	389	12.30724
221010	387	12.22916
221025	387	12.22916
221040	383	12.07396
221055	376	11.80544
221070	378	11.88176
221085	377	11.84356
221100	368	11.50336
221115	370	11.5784
221130	370	11.5784
221145	366	11.42864
221160	371	11.61604
221175	366	11.42864
221190	360	11.2064
221205	362	11.28016
221220	355	11.0234
221235	354	10.98704
221250	358	11.13296
221265	352	10.91456
221280	350	10.8424
221295	350	10.8424
221310	343	10.59236
221325	344	10.62784
221340	346	10.69904
221355	338	10.41616
221370	338	10.41616
221385	334	10.27664
221400	337	10.38116
221415	335	10.3114
221430	344	10.62784
221445	340	10.4864
221460	337	10.38116
221475	337	10.38116
221490	337	10.38116
221505	339	10.45124
221520	335	10.3114
221535	337	10.38116
221550	334	10.27664
221565	328	10.06976
221580	326	10.00144
221595	336	10.34624
221610	337	10.38116
221625	339	10.45124
221640	335	10.3114
221655	333	10.24196
221670	334	10.27664
221685	330	10.1384
221700	330	10.1384
221715	328	10.06976
221730	334	10.27664
221745	329	10.10404
221760	323	9.89956
221775	320	9.7984
221790	326	10.00144
221805	323	9.89956
221820	328	10.06976
221835	321	9.83204
221850	319	9.76484
221865	318	9.73136
221880	326	10.00144
221895	326	10.00144
221910	321	9.83204
221925	321	9.83204
221940	322	9.86576
221955	323	9.89956
221970	327	10.03556
221985	325	9.9674
222000	323	9.89956
222015	327	10.03556
222030	325	9.9674
222045	324	9.93344
222060	329	10.10404
222075	325	9.9674
222090	327	10.03556
222105	320	9.7984
222120	326	10.00144
222135	328	10.06976
222150	322	9.86576
222165	332	10.20736
222180	320	9.7984
222195	331	10.17284
222210	326	10.00144
222225	331	10.17284
222240	326	10.00144
222255	329	10.10404
222270	329	10.10404
222285	329	10.10404
222300	326	10.00144
222315	325	9.9674
222330	328	10.06976
222345	326	10.00144
222360	318	9.73136
222375	329	10.10404
222390	321	9.83204
222405	320	9.7984
222420	323	9.89956
222435	319	9.76484
222450	323	9.89956
222465	311	9.49924
222480	316	9.66464
222495	317	9.69796
222510	316	9.66464
222525	317	9.69796
222540	314	9.59824
222555	317	9.69796
222570	306	9.33584
222585	304	9.27104
222600	314	9.59824
222615	306	9.33584
222630	314	9.59824
222645	310	9.4664
222660	311	9.49924
222675	309	9.43364
222690	300	9.1424
222705	307	9.36836
222720	306	9.33584
222735	306	9.33584
222750	303	9.23876
222765	301	9.17444
222780	295	8.9834
222795	293	8.92036
222810	300	9.1424
222825	295	8.9834
222840	295	8.9834
222855	295	8.9834
222870	298	9.07856
222885	292	8.88896
222900	283	8.60996
222915	287	8.73316
222930	293	8.92036
222945	289	8.79524
222960	296	9.01504
222975	301	9.17444
222990	297	9.04676
223005	293	8.92036
223020	301	9.17444
223035	293	8.92036
223050	292	8.88896
223065	295	8.9834
223080	295	8.9834
223095	291	8.85764
223110	291	8.85764
223125	295	8.9834
223140	295	8.9834
223155	294	8.95184
223170	294	8.95184
223185	291	8.85764
223200	290	8.8264
223215	293	8.92036
223230	288	8.76416
223245	288	8.76416
223260	287	8.73316
223275	290	8.8264
223290	288	8.76416
223305	291	8.85764
223320	290	8.8264
223335	292	8.88896
223350	304	9.27104
223365	302	9.20656
223380	300	9.1424
223395	304	9.27104
223410	304	9.27104
223425	308	9.40096
223440	307	9.36836
223455	314	9.59824
223470	317	9.69796
223485	309	9.43364
223500	305	9.3034
223515	309	9.43364
223530	310	9.4664
223545	311	9.49924
223560	316	9.66464
223575	319	9.76484
223590	316	9.66464
223605	317	9.69796
223620	321	9.83204
223635	319	9.76484
223650	313	9.56516
223665	314	9.59824
223680	321	9.83204
223695	311	9.49924
223710	314	9.59824
223725	316	9.66464
223740	314	9.59824
223755	313	9.56516
223770	314	9.59824
223785	314	9.59824
223800	309	9.43364
223815	311	9.49924
223830	304	9.27104
223845	313	9.56516
223860	314	9.59824
223875	308	9.40096
223890	309	9.43364
223905	309	9.43364
223920	309	9.43364
223935	307	9.36836
223950	305	9.3034
223965	301	9.17444
223980	309	9.43364
223995	305	9.3034
224010	304	9.27104
224025	304	9.27104
224040	297	9.04676
224055	305	9.3034
224070	306	9.33584
224085	296	9.01504
224100	308	9.40096
224115	301	9.17444
224130	302	9.20656
224145	302	9.20656
224160	300	9.1424
224175	297	9.04676
224190	301	9.17444
224205	290	8.8264
224220	298	9.07856
224235	296	9.01504
224250	297	9.04676
224265	301	9.17444
224280	304	9.27104
224295	298	9.07856
224310	302	9.20656
224325	297	9.04676
224340	298	9.07856
224355	292	8.88896
224370	298	9.07856
224385	300	9.1424
224400	304	9.27104
224415	303	9.23876
224430	303	9.23876
224445	288	8.76416
224460	296	9.01504
224475	297	9.04676
224490	300	9.1424
224505	301	9.17444
224520	302	9.20656
224535	300	9.1424
224550	302	9.20656
224565	303	9.23876
224580	305	9.3034
224595	304	9.27104
224610	307	9.36836
224625	308	9.40096
224640	303	9.23876
224655	315	9.6314
224670	313	9.56516
224685	317	9.69796
224700	308	9.40096
224715	311	9.49924
224730	316	9.66464
224745	312	9.53216
224760	318	9.73136
224775	322	9.86576
224790	324	9.93344
224805	324	9.93344
224820	325	9.9674
224835	329	10.10404
224850	334	10.27664
224865	328	10.06976
224880	327	10.03556
224895	336	10.34624
224910	331	10.17284
224925	332	10.20736
224940	332	10.20736
224955	323	9.89956
224970	338	10.41616
224985	333	10.24196
225000	337	10.38116
225015	345	10.6634
225030	339	10.45124
225045	337	10.38116
225060	341	10.52164
225075	339	10.45124
225090	345	10.6634
225105	341	10.52164
225120	344	10.62784
225135	343	10.59236
225150	344	10.62784
225165	340	10.4864
225180	342	10.55696
225195	344	10.62784
225210	344	10.62784
225225	340	10.4864
225240	341	10.52164
225255	341	10.52164
225270	338	10.41616
225285	339	10.45124
225300	339	10.45124
225315	343	10.59236
225330	343	10.59236
225345	328	10.06976
225360	346	10.69904
225375	331	10.17284
225390	347	10.73476
225405	330	10.1384
225420	344	10.62784
225435	333	10.24196
225450	346	10.69904
225465	345	10.6634
225480	342	10.55696
225495	350	10.8424
225510	347	10.73476
225525	340	10.4864
225540	349	10.80644
225555	342	10.55696
225570	342	10.55696
225585	344	10.62784
225600	345	10.6634
225615	351	10.87844
225630	347	10.73476
225645	354	10.98704
225660	345	10.6634
225675	351	10.87844
225690	354	10.98704
225705	339	10.45124
225720	352	10.91456
225735	352	10.91456
225750	354	10.98704
225765	354	10.98704
225780	355	11.0234
225795	346	10.69904
225810	360	11.2064
225825	350	10.8424
225840	354	10.98704
225855	361	11.24324
225870	360	11.2064
225885	360	11.2064
225900	365	11.3914
225915	364	11.35424
225930	370	11.5784
225945	360	11.2064
225960	366	11.42864
225975	361	11.24324
225990	368	11.50336
226005	369	11.54084
226020	368	11.50336
226035	370	11.5784
226050	371	11.61604
226065	371	11.61604
226080	371	11.61604
226095	359	11.16964
226110	367	11.46596
226125	372	11.65376
226140	372	11.65376
226155	372	11.65376
226170	378	11.88176
226185	373	11.69156
226200	379	11.92004
226215	378	11.88176
226230	389	12.30724
226245	389	12.30724
226260	389	12.30724
226275	390	12.3464
226290	387	12.22916
226305	388	12.26816
226320	397	12.62276
226335	396	12.58304
226350	395	12.5434
226365	389	12.30724
226380	392	12.42496
226395	397	12.62276
226410	401	12.78244
226425	402	12.82256
226440	399	12.70244
226455	397	12.62276
226470	390	12.3464
226485	398	12.66256
226500	390	12.3464
226515	391	12.38564
226530	394	12.50384
226545	393	12.46436
226560	384	12.11264
226575	395	12.5434
226590	386	12.19024
226605	381	11.99684
226620	386	12.19024
226635	377	11.84356
226650	382	12.03536
226665	380	11.9584
226680	377	11.84356
226695	380	11.9584
226710	376	11.80544
226725	373	11.69156
226740	369	11.54084
226755	371	11.61604
226770	368	11.50336
226785	367	11.46596
226800	363	11.31716
226815	360	11.2064
226830	364	11.35424
226845	361	11.24324
226860	353	10.95076
226875	356	11.05984
226890	354	10.98704
226905	353	10.95076
226920	350	10.8424
226935	351	10.87844
226950	352	10.91456
226965	353	10.95076
226980	352	10.91456
226995	353	10.95076
227010	344	10.62784
227025	352	10.91456
227040	345	10.6634
227055	347	10.73476
227070	340	10.4864
227085	343	10.59236
227100	342	10.55696
227115	338	10.41616
227130	337	10.38116
227145	344	10.62784
227160	343	10.59236
227175	342	10.55696
227190	334	10.27664
227205	337	10.38116
227220	338	10.41616
227235	339	10.45124
227250	331	10.17284
227265	335	10.3114
227280	333	10.24196
227295	334	10.27664
227310	328	10.06976
227325	327	10.03556
227340	339	10.45124
227355	328	10.06976
227370	332	10.20736
227385	327	10.03556
227400	324	9.93344
227415	321	9.83204
227430	326	10.00144
227445	321	9.83204
227460	329	10.10404
227475	316	9.66464
227490	324	9.93344
227505	331	10.17284
227520	329	10.10404
227535	318	9.73136
227550	327	10.03556
227565	325	9.9674
227580	310	9.4664
227595	320	9.7984
227610	320	9.7984
227625	319	9.76484
227640	323	9.89956
227655	328	10.06976
227670	321	9.83204
227685	322	9.86576
227700	323	9.89956
227715	319	9.76484
227730	327	10.03556
227745	327	10.03556
227760	327	10.03556
227775	324	9.93344
227790	330	10.1384
227805	326	10.00144
227820	338	10.41616
227835	337	10.38116
227850	336	10.34624
227865	337	10.38116
227880	338	10.41616
227895	333	10.24196
227910	339	10.45124
227925	339	10.45124
227940	342	10.55696
227955	343	10.59236
227970	345	10.6634
227985	336	10.34624
228000	332	10.20736
228015	346	10.69904
228030	342	10.55696
228045	342	10.55696
228060	344	10.62784
228075	346	10.69904
228090	344	10.62784
228105	341	10.52164
228120	330	10.1384
228135	330	10.1384
228150	329	10.10404
228165	340	10.4864
228180	341	10.52164
228195	334	10.27664
228210	335	10.3114
