t [min]	h [mm]	Q [m3/s]
583965	624	23.70944
583980	630	24.0584
583995	629	24.00004
584010	616	23.24864
584025	614	23.13424
584040	617	23.30596
584055	610	22.9064
584070	602	22.45456
584085	600	22.3424
584100	604	22.56704
584115	591	21.84164
584130	605	22.6234
584145	600	22.3424
584160	597	22.17476
584175	590	21.7864
584190	594	22.00784
584205	580	21.2384
584220	585	21.5114
584235	578	21.12976
584250	586	21.56624
584265	586	21.56624
584280	584	21.45664
584295	571	20.75204
584310	589	21.73124
584325	587	21.62116
584340	570	20.6984
584355	586	21.56624
584370	572	20.80576
584385	572	20.80576
584400	563	20.32516
584415	582	21.34736
584430	582	21.34736
584445	566	20.48464
584460	575	20.9674
584475	578	21.12976
584490	576	21.02144
584505	576	21.02144
584520	564	20.37824
584535	572	20.80576
584550	580	21.2384
584565	581	21.29284
584580	582	21.34736
584595	584	21.45664
584610	582	21.34736
584625	588	21.67616
584640	595	22.0634
584655	588	21.67616
584670	589	21.73124
584685	605	22.6234
584700	607	22.73636
584715	611	22.96324
584730	601	22.39844
584745	631	24.11684
584760	623	23.65156
584775	632	24.17536
584790	651	25.30244
584805	652	25.36256
584820	659	25.78564
584835	667	26.27396
584850	678	26.95376
584865	687	27.51716
584880	686	27.45424
584895	686	27.45424
584910	690	27.7064
584925	678	26.95376
584940	695	28.0234
584955	703	28.53476
584970	700	28.3424
584985	706	28.72784
585000	713	29.18116
585015	708	28.85696
585030	703	28.53476
585045	698	28.21456
585060	709	28.92164
585075	708	28.85696
585090	702	28.47056
585105	707	28.79236
585120	690	27.7064
585135	691	27.76964
585150	684	27.32864
585165	695	28.0234
585180	685	27.3914
585195	662	25.96816
585210	675	26.7674
585225	675	26.7674
585240	667	26.27396
585255	662	25.96816
585270	665	26.1514
585285	653	25.42276
585300	661	25.90724
585315	647	25.06276
585330	645	24.9434
585345	653	25.42276
585360	644	24.88384
585375	648	25.12256
585390	645	24.9434
585405	627	23.88356
585420	631	24.11684
585435	626	23.82544
585450	632	24.17536
585465	627	23.88356
585480	620	23.4784
585495	611	22.96324
585510	621	23.53604
585525	603	22.51076
585540	602	22.45456
585555	595	22.0634
585570	596	22.11904
585585	589	21.73124
585600	597	22.17476
585615	578	21.12976
585630	591	21.84164
585645	591	21.84164
585660	587	21.62116
585675	584	21.45664
585690	578	21.12976
585705	577	21.07556
585720	574	20.91344
585735	575	20.9674
585750	574	20.91344
585765	568	20.59136
585780	565	20.4314
585795	569	20.64484
585810	562	20.27216
585825	562	20.27216
585840	558	20.06096
585855	559	20.11364
585870	565	20.4314
585885	566	20.48464
585900	561	20.21924
585915	558	20.06096
585930	552	19.74656
585945	545	19.3834
585960	559	20.11364
585975	560	20.1664
585990	557	20.00836
586005	555	19.9034
586020	559	20.11364
586035	567	20.53796
586050	563	20.32516
586065	563	20.32516
586080	569	20.64484
586095	574	20.91344
586110	579	21.18404
586125	588	21.67616
586140	590	21.7864
586155	584	21.45664
586170	607	22.73636
586185	612	23.02016
586200	632	24.17536
586215	631	24.11684
586230	649	25.18244
586245	649	25.18244
586260	657	25.66436
586275	672	26.58176
586290	685	27.3914
586305	680	27.0784
586320	695	28.0234
586335	702	28.47056
586350	707	28.79236
586365	716	29.37664
586380	715	29.3114
586395	733	30.49796
586410	740	30.9664
586425	736	30.69824
586440	735	30.6314
586455	744	31.23584
586470	740	30.9664
586485	736	30.69824
586500	741	31.03364
586515	739	30.89924
586530	729	30.23204
586545	712	29.11616
586560	725	29.9674
586575	712	29.11616
586590	711	29.05124
586605	709	28.92164
586620	714	29.24624
586635	700	28.3424
586650	694	27.95984
586665	696	28.08704
586680	688	27.58016
586695	679	27.01604
586710	679	27.01604
586725	670	26.4584
586740	674	26.70544
586755	677	26.89156
586770	664	26.09024
586785	667	26.27396
586800	641	24.70564
586815	658	25.72496
586830	660	25.8464
586845	654	25.48304
586860	654	25.48304
586875	642	24.76496
586890	632	24.17536
586905	641	24.70564
586920	625	23.7674
586935	637	24.46916
586950	635	24.3514
586965	621	23.53604
586980	624	23.70944
586995	628	23.94176
587010	605	22.6234
587025	621	23.53604
587040	595	22.0634
587055	614	23.13424
587070	609	22.84964
587085	608	22.79296
587100	603	22.51076
587115	599	22.28644
587130	596	22.11904
587145	575	20.9674
587160	597	22.17476
587175	589	21.73124
587190	596	22.11904
587205	591	21.84164
587220	590	21.7864
587235	595	22.0634
587250	587	21.62116
587265	595	22.0634
587280	584	21.45664
587295	582	21.34736
587310	596	22.11904
587325	598	22.23056
587340	589	21.73124
587355	597	22.17476
587370	585	21.5114
587385	592	21.89696
587400	591	21.84164
587415	589	21.73124
587430	578	21.12976
587445	593	21.95236
587460	600	22.3424
587475	602	22.45456
587490	602	22.45456
587505	590	21.7864
587520	605	22.6234
587535	604	22.56704
587550	627	23.88356
587565	623	23.65156
587580	629	24.00004
587595	635	24.3514
587610	632	24.17536
587625	643	24.82436
587640	656	25.60384
587655	657	25.66436
587670	657	25.66436
587685	659	25.78564
587700	668	26.33536
587715	681	27.14084
587730	687	27.51716
587745	692	27.83296
587760	698	28.21456
587775	716	29.37664
587790	711	29.05124
587805	719	29.57284
587820	719	29.57284
587835	730	30.2984
587850	729	30.23204
587865	736	30.69824
587880	740	30.9664
587895	732	30.43136
587910	739	30.89924
587925	728	30.16576
587940	730	30.2984
587955	736	30.69824
587970	738	30.83216
587985	742	31.10096
588000	712	29.11616
588015	734	30.56464
588030	725	29.9674
588045	732	30.43136
588060	729	30.23204
588075	724	29.90144
588090	715	29.3114
588105	719	29.57284
588120	706	28.72784
588135	700	28.3424
588150	696	28.08704
588165	694	27.95984
588180	690	27.7064
588195	692	27.83296
588210	690	27.7064
588225	680	27.0784
588240	684	27.32864
588255	678	26.95376
588270	672	26.58176
588285	675	26.7674
588300	668	26.33536
588315	662	25.96816
588330	667	26.27396
588345	655	25.5434
588360	667	26.27396
588375	655	25.5434
588390	647	25.06276
588405	658	25.72496
588420	641	24.70564
588435	646	25.00304
588450	641	24.70564
588465	634	24.29264
588480	634	24.29264
588495	634	24.29264
588510	617	23.30596
588525	624	23.70944
588540	617	23.30596
588555	597	22.17476
588570	627	23.88356
588585	624	23.70944
588600	612	23.02016
588615	615	23.1914
588630	617	23.30596
588645	610	22.9064
588660	607	22.73636
588675	604	22.56704
588690	606	22.67984
588705	600	22.3424
588720	591	21.84164
588735	603	22.51076
588750	596	22.11904
588765	601	22.39844
588780	595	22.0634
588795	601	22.39844
588810	593	21.95236
588825	596	22.11904
588840	596	22.11904
588855	599	22.28644
588870	599	22.28644
588885	593	21.95236
588900	599	22.28644
588915	602	22.45456
588930	598	22.23056
588945	609	22.84964
588960	612	23.02016
588975	608	22.79296
588990	609	22.84964
589005	619	23.42084
589020	627	23.88356
589035	633	24.23396
589050	636	24.41024
589065	652	25.36256
589080	654	25.48304
589095	671	26.52004
589110	667	26.27396
589125	677	26.89156
589140	686	27.45424
589155	690	27.7064
589170	691	27.76964
589185	708	28.85696
589200	711	29.05124
589215	726	30.03344
589230	724	29.90144
589245	719	29.57284
589260	741	31.03364
589275	747	31.43876
589290	755	31.9834
589305	752	31.77856
589320	739	30.89924
589335	755	31.9834
589350	747	31.43876
589365	750	31.6424
589380	745	31.3034
589395	750	31.6424
589410	748	31.50656
589425	741	31.03364
589440	745	31.3034
589455	737	30.76516
589470	737	30.76516
589485	735	30.6314
589500	732	30.43136
589515	733	30.49796
589530	725	29.9674
589545	714	29.24624
589560	704	28.59904
589575	712	29.11616
589590	675	26.7674
589605	679	27.01604
589620	685	27.3914
589635	688	27.58016
589650	675	26.7674
589665	683	27.26596
589680	672	26.58176
589695	685	27.3914
589710	666	26.21264
589725	688	27.58016
589740	670	26.4584
589755	668	26.33536
589770	669	26.39684
589785	673	26.64356
589800	660	25.8464
589815	656	25.60384
589830	658	25.72496
589845	645	24.9434
589860	642	24.76496
589875	627	23.88356
589890	655	25.5434
589905	628	23.94176
589920	632	24.17536
589935	641	24.70564
589950	619	23.42084
589965	622	23.59376
589980	636	24.41024
589995	621	23.53604
590010	617	23.30596
590025	619	23.42084
590040	612	23.02016
590055	609	22.84964
590070	610	22.9064
590085	601	22.39844
590100	607	22.73636
590115	599	22.28644
590130	594	22.00784
590145	602	22.45456
590160	604	22.56704
590175	599	22.28644
590190	591	21.84164
590205	595	22.0634
590220	598	22.23056
590235	593	21.95236
590250	587	21.62116
590265	591	21.84164
590280	584	21.45664
590295	576	21.02144
590310	580	21.2384
590325	582	21.34736
590340	580	21.2384
590355	585	21.5114
590370	589	21.73124
590385	595	22.0634
590400	584	21.45664
590415	596	22.11904
590430	601	22.39844
590445	596	22.11904
590460	604	22.56704
590475	601	22.39844
590490	611	22.96324
590505	614	23.13424
590520	616	23.24864
590535	621	23.53604
590550	626	23.82544
590565	629	24.00004
590580	630	24.0584
590595	643	24.82436
590610	644	24.88384
590625	648	25.12256
590640	654	25.48304
590655	663	26.02916
590670	670	26.4584
590685	669	26.39684
590700	672	26.58176
590715	683	27.26596
590730	682	27.20336
590745	678	26.95376
590760	695	28.0234
590775	695	28.0234
590790	696	28.08704
590805	690	27.7064
590820	666	26.21264
590835	693	27.89636
590850	675	26.7674
590865	668	26.33536
590880	676	26.82944
590895	683	27.26596
590910	689	27.64324
590925	692	27.83296
590940	671	26.52004
590955	669	26.39684
590970	659	25.78564
590985	664	26.09024
591000	668	26.33536
591015	653	25.42276
591030	654	25.48304
591045	659	25.78564
591060	649	25.18244
591075	653	25.42276
591090	650	25.2424
591105	643	24.82436
591120	648	25.12256
591135	645	24.9434
591150	633	24.23396
591165	639	24.58724
591180	640	24.6464
591195	633	24.23396
591210	617	23.30596
591225	624	23.70944
591240	632	24.17536
591255	621	23.53604
591270	619	23.42084
591285	612	23.02016
591300	606	22.67984
591315	605	22.6234
591330	598	22.23056
591345	598	22.23056
591360	602	22.45456
591375	599	22.28644
591390	578	21.12976
591405	568	20.59136
591420	584	21.45664
591435	585	21.5114
591450	575	20.9674
591465	568	20.59136
591480	587	21.62116
591495	580	21.2384
591510	569	20.64484
591525	574	20.91344
591540	579	21.18404
591555	573	20.85956
591570	575	20.9674
591585	571	20.75204
591600	573	20.85956
591615	568	20.59136
591630	573	20.85956
591645	565	20.4314
591660	567	20.53796
591675	578	21.12976
591690	559	20.11364
591705	564	20.37824
591720	549	19.59044
591735	549	19.59044
591750	546	19.43504
591765	555	19.9034
591780	548	19.53856
591795	543	19.28036
591810	546	19.43504
591825	541	19.17764
591840	545	19.3834
591855	537	18.97316
591870	547	19.48676
591885	547	19.48676
591900	541	19.17764
591915	536	18.92224
591930	549	19.59044
591945	546	19.43504
591960	553	19.79876
591975	563	20.32516
591990	557	20.00836
592005	563	20.32516
592020	550	19.6424
592035	560	20.1664
592050	559	20.11364
592065	567	20.53796
592080	561	20.21924
592095	556	19.95584
592110	569	20.64484
592125	576	21.02144
592140	568	20.59136
592155	574	20.91344
592170	558	20.06096
592185	559	20.11364
592200	583	21.40196
592215	576	21.02144
592230	574	20.91344
592245	575	20.9674
592260	562	20.27216
592275	564	20.37824
592290	566	20.48464
592305	567	20.53796
592320	569	20.64484
592335	562	20.27216
592350	565	20.4314
592365	567	20.53796
592380	554	19.85104
592395	560	20.1664
592410	563	20.32516
592425	563	20.32516
592440	549	19.59044
592455	547	19.48676
592470	553	19.79876
592485	543	19.28036
592500	553	19.79876
592515	550	19.6424
592530	544	19.33184
592545	538	19.02416
592560	545	19.3834
592575	548	19.53856
592590	537	18.97316
592605	527	18.46756
592620	537	18.97316
592635	536	18.92224
592650	533	18.76996
592665	533	18.76996
592680	525	18.3674
592695	535	18.8714
592710	528	18.51776
592725	517	17.96996
592740	531	18.66884
592755	525	18.3674
592770	521	18.16804
592785	528	18.51776
592800	519	18.06884
592815	519	18.06884
592830	525	18.3674
592845	522	18.21776
592860	519	18.06884
592875	521	18.16804
592890	511	17.67524
592905	517	17.96996
592920	516	17.92064
592935	525	18.3674
592950	518	18.01936
592965	522	18.21776
592980	518	18.01936
592995	522	18.21776
593010	529	18.56804
593025	525	18.3674
593040	526	18.41744
593055	527	18.46756
593070	532	18.71936
593085	529	18.56804
593100	529	18.56804
593115	538	19.02416
593130	527	18.46756
593145	534	18.82064
593160	538	19.02416
593175	540	19.1264
593190	549	19.59044
593205	560	20.1664
593220	545	19.3834
593235	558	20.06096
593250	552	19.74656
593265	559	20.11364
593280	568	20.59136
593295	573	20.85956
593310	582	21.34736
593325	583	21.40196
593340	589	21.73124
593355	605	22.6234
593370	610	22.9064
593385	608	22.79296
593400	610	22.9064
593415	595	22.0634
593430	617	23.30596
593445	623	23.65156
593460	613	23.07716
593475	624	23.70944
593490	628	23.94176
593505	640	24.6464
593520	630	24.0584
593535	647	25.06276
593550	647	25.06276
593565	648	25.12256
593580	630	24.0584
593595	657	25.66436
593610	646	25.00304
593625	656	25.60384
593640	655	25.5434
593655	647	25.06276
593670	658	25.72496
593685	636	24.41024
593700	641	24.70564
593715	651	25.30244
593730	639	24.58724
593745	636	24.41024
593760	627	23.88356
593775	624	23.70944
593790	626	23.82544
593805	623	23.65156
593820	622	23.59376
593835	619	23.42084
593850	605	22.6234
593865	607	22.73636
593880	600	22.3424
593895	600	22.3424
593910	597	22.17476
593925	592	21.89696
593940	584	21.45664
593955	585	21.5114
593970	581	21.29284
593985	576	21.02144
594000	573	20.85956
594015	570	20.6984
594030	577	21.07556
594045	574	20.91344
594060	564	20.37824
594075	567	20.53796
594090	563	20.32516
594105	568	20.59136
594120	559	20.11364
594135	555	19.9034
594150	559	20.11364
594165	551	19.69444
594180	554	19.85104
594195	544	19.33184
594210	540	19.1264
594225	537	18.97316
594240	542	19.22896
594255	526	18.41744
594270	539	19.07524
594285	543	19.28036
594300	540	19.1264
594315	541	19.17764
594330	542	19.22896
594345	538	19.02416
594360	527	18.46756
594375	533	18.76996
594390	530	18.6184
594405	531	18.66884
594420	522	18.21776
594435	517	17.96996
594450	514	17.82224
594465	522	18.21776
594480	503	17.28676
594495	524	18.31744
594510	515	17.8714
594525	510	17.6264
594540	510	17.6264
594555	513	17.77316
594570	502	17.23856
594585	513	17.77316
594600	515	17.8714
594615	512	17.72416
594630	513	17.77316
594645	488	16.57216
594660	511	17.67524
594675	504	17.33504
594690	507	17.48036
594705	506	17.43184
594720	509	17.57764
594735	502	17.23856
594750	500	17.1424
594765	499	17.09444
594780	492	16.76096
594795	488	16.57216
594810	485	16.4314
594825	494	16.85584
594840	495	16.9034
594855	496	16.95104
594870	499	17.09444
594885	498	17.04656
594900	477	16.05956
594915	495	16.9034
594930	478	16.10576
594945	486	16.47824
594960	483	16.33796
594975	481	16.24484
594990	484	16.38464
595005	489	16.61924
595020	489	16.61924
595035	485	16.4314
595050	482	16.29136
595065	479	16.15204
595080	480	16.1984
595095	478	16.10576
595110	477	16.05956
595125	480	16.1984
595140	482	16.29136
595155	470	15.7384
595170	471	15.78404
595185	475	15.9674
595200	474	15.92144
595215	480	16.1984
595230	473	15.87556
595245	477	16.05956
595260	465	15.5114
595275	467	15.60196
595290	468	15.64736
595305	467	15.60196
595320	457	15.15236
595335	458	15.19696
595350	461	15.33124
595365	466	15.55664
595380	462	15.37616
595395	464	15.46624
595410	457	15.15236
595425	460	15.2864
595440	456	15.10784
595455	456	15.10784
595470	451	14.88644
595485	454	15.01904
595500	447	14.71076
595515	443	14.53636
595530	453	14.97476
595545	431	14.02084
595560	449	14.79844
595575	446	14.66704
595590	447	14.71076
595605	447	14.71076
595620	445	14.6234
595635	448	14.75456
595650	436	14.23424
595665	431	14.02084
595680	440	14.4064
595695	433	14.10596
595710	440	14.4064
595725	433	14.10596
595740	437	14.27716
595755	438	14.32016
595770	434	14.14864
595785	432	14.06336
595800	436	14.23424
595815	434	14.14864
595830	434	14.14864
595845	432	14.06336
595860	429	13.93604
595875	423	13.68356
595890	436	14.23424
595905	435	14.1914
595920	427	13.85156
595935	433	14.10596
595950	438	14.32016
595965	425	13.7674
595980	437	14.27716
595995	434	14.14864
596010	435	14.1914
596025	440	14.4064
596040	438	14.32016
596055	431	14.02084
596070	430	13.9784
596085	437	14.27716
596100	430	13.9784
596115	439	14.36324
596130	433	14.10596
596145	432	14.06336
596160	442	14.49296
596175	429	13.93604
596190	412	13.22816
596205	422	13.64176
596220	414	13.31024
596235	424	13.72544
596250	422	13.64176
596265	421	13.60004
596280	425	13.7674
596295	428	13.89376
596310	426	13.80944
596325	429	13.93604
596340	424	13.72544
596355	427	13.85156
596370	431	14.02084
596385	425	13.7674
596400	432	14.06336
596415	442	14.49296
596430	440	14.4064
596445	434	14.14864
596460	444	14.57984
596475	444	14.57984
596490	441	14.44964
596505	439	14.36324
596520	449	14.79844
596535	447	14.71076
596550	444	14.57984
596565	442	14.49296
596580	448	14.75456
596595	443	14.53636
596610	451	14.88644
596625	445	14.6234
596640	446	14.66704
596655	447	14.71076
596670	444	14.57984
596685	445	14.6234
596700	449	14.79844
596715	445	14.6234
596730	448	14.75456
596745	446	14.66704
596760	452	14.93056
596775	447	14.71076
596790	439	14.36324
596805	445	14.6234
596820	447	14.71076
596835	446	14.66704
596850	444	14.57984
596865	441	14.44964
596880	443	14.53636
596895	448	14.75456
596910	439	14.36324
596925	437	14.27716
596940	441	14.44964
596955	443	14.53636
596970	435	14.1914
596985	428	13.89376
597000	442	14.49296
597015	433	14.10596
597030	439	14.36324
597045	421	13.60004
597060	434	14.14864
597075	433	14.10596
597090	429	13.93604
597105	430	13.9784
597120	428	13.89376
597135	431	14.02084
597150	424	13.72544
597165	432	14.06336
597180	422	13.64176
597195	423	13.68356
597210	424	13.72544
597225	423	13.68356
597240	428	13.89376
597255	424	13.72544
597270	421	13.60004
597285	423	13.68356
597300	422	13.64176
597315	426	13.80944
597330	421	13.60004
597345	426	13.80944
597360	427	13.85156
597375	425	13.7674
597390	431	14.02084
597405	414	13.31024
597420	426	13.80944
597435	415	13.3514
597450	419	13.51684
597465	420	13.5584
597480	425	13.7674
597495	417	13.43396
597510	427	13.85156
597525	424	13.72544
597540	418	13.47536
597555	413	13.26916
597570	417	13.43396
597585	424	13.72544
597600	417	13.43396
597615	416	13.39264
597630	420	13.5584
597645	420	13.5584
597660	420	13.5584
597675	422	13.64176
597690	412	13.22816
597705	426	13.80944
597720	429	13.93604
597735	436	14.23424
597750	438	14.32016
597765	432	14.06336
597780	434	14.14864
597795	439	14.36324
597810	440	14.4064
597825	448	14.75456
597840	456	15.10784
597855	455	15.0634
597870	464	15.46624
597885	453	14.97476
597900	464	15.46624
597915	469	15.69284
597930	470	15.7384
597945	476	16.01344
597960	471	15.78404
597975	482	16.29136
597990	475	15.9674
598005	483	16.33796
598020	488	16.57216
598035	479	16.15204
598050	487	16.52516
598065	492	16.76096
598080	486	16.47824
598095	485	16.4314
598110	487	16.52516
598125	492	16.76096
598140	489	16.61924
598155	471	15.78404
598170	493	16.80836
598185	481	16.24484
598200	484	16.38464
598215	489	16.61924
598230	478	16.10576
598245	480	16.1984
598260	478	16.10576
598275	481	16.24484
598290	490	16.6664
598305	478	16.10576
598320	485	16.4314
598335	478	16.10576
598350	472	15.82976
598365	474	15.92144
598380	472	15.82976
598395	474	15.92144
598410	468	15.64736
598425	474	15.92144
598440	472	15.82976
598455	471	15.78404
598470	467	15.60196
598485	461	15.33124
598500	464	15.46624
598515	463	15.42116
598530	463	15.42116
598545	457	15.15236
598560	459	15.24164
598575	458	15.19696
598590	459	15.24164
598605	458	15.19696
598620	458	15.19696
598635	455	15.0634
598650	449	14.79844
598665	460	15.2864
598680	455	15.0634
598695	451	14.88644
598710	448	14.75456
598725	447	14.71076
598740	446	14.66704
598755	443	14.53636
598770	449	14.79844
598785	450	14.8424
598800	443	14.53636
598815	448	14.75456
598830	442	14.49296
598845	428	13.89376
598860	444	14.57984
598875	446	14.66704
598890	446	14.66704
598905	443	14.53636
598920	451	14.88644
598935	437	14.27716
598950	442	14.49296
598965	441	14.44964
598980	438	14.32016
598995	439	14.36324
599010	437	14.27716
599025	437	14.27716
599040	441	14.44964
599055	431	14.02084
599070	440	14.4064
599085	441	14.44964
599100	437	14.27716
599115	441	14.44964
599130	452	14.93056
599145	443	14.53636
599160	443	14.53636
599175	448	14.75456
599190	455	15.0634
599205	455	15.0634
599220	456	15.10784
599235	468	15.64736
599250	467	15.60196
599265	459	15.24164
599280	477	16.05956
599295	480	16.1984
599310	488	16.57216
599325	490	16.6664
599340	494	16.85584
599355	500	17.1424
599370	490	16.6664
599385	516	17.92064
599400	511	17.67524
599415	513	17.77316
599430	522	18.21776
599445	525	18.3674
599460	529	18.56804
599475	523	18.26756
599490	534	18.82064
599505	523	18.26756
599520	533	18.76996
599535	536	18.92224
599550	531	18.66884
599565	529	18.56804
599580	531	18.66884
599595	533	18.76996
599610	533	18.76996
599625	531	18.66884
599640	529	18.56804
599655	525	18.3674
599670	513	17.77316
599685	522	18.21776
599700	517	17.96996
599715	515	17.8714
599730	519	18.06884
599745	507	17.48036
599760	499	17.09444
599775	507	17.48036
599790	505	17.3834
599805	509	17.57764
599820	497	16.99876
599835	505	17.3834
599850	496	16.95104
599865	493	16.80836
599880	498	17.04656
599895	490	16.6664
599910	495	16.9034
599925	496	16.95104
599940	492	16.76096
599955	486	16.47824
599970	485	16.4314
599985	488	16.57216
600000	480	16.1984
600015	482	16.29136
600030	477	16.05956
600045	480	16.1984
600060	479	16.15204
600075	471	15.78404
600090	476	16.01344
600105	468	15.64736
600120	472	15.82976
600135	470	15.7384
600150	467	15.60196
600165	470	15.7384
600180	465	15.5114
600195	460	15.2864
600210	470	15.7384
600225	465	15.5114
600240	462	15.37616
600255	449	14.79844
600270	462	15.37616
600285	463	15.42116
600300	463	15.42116
600315	457	15.15236
600330	457	15.15236
600345	453	14.97476
600360	454	15.01904
600375	446	14.66704
600390	448	14.75456
600405	456	15.10784
600420	448	14.75456
600435	455	15.0634
600450	451	14.88644
600465	453	14.97476
600480	440	14.4064
600495	443	14.53636
600510	444	14.57984
600525	449	14.79844
600540	445	14.6234
600555	452	14.93056
600570	446	14.66704
600585	453	14.97476
600600	459	15.24164
600615	449	14.79844
600630	455	15.0634
600645	455	15.0634
600660	462	15.37616
600675	460	15.2864
600690	464	15.46624
600705	460	15.2864
600720	467	15.60196
600735	470	15.7384
600750	465	15.5114
600765	468	15.64736
600780	476	16.01344
600795	474	15.92144
600810	479	16.15204
600825	481	16.24484
600840	477	16.05956
600855	480	16.1984
600870	479	16.15204
600885	484	16.38464
600900	480	16.1984
600915	477	16.05956
600930	483	16.33796
600945	474	15.92144
600960	468	15.64736
600975	461	15.33124
600990	484	16.38464
601005	482	16.29136
601020	474	15.92144
601035	472	15.82976
601050	472	15.82976
601065	467	15.60196
601080	476	16.01344
601095	478	16.10576
601110	472	15.82976
601125	474	15.92144
601140	471	15.78404
601155	473	15.87556
601170	473	15.87556
601185	471	15.78404
601200	459	15.24164
601215	460	15.2864
601230	463	15.42116
601245	460	15.2864
601260	468	15.64736
601275	459	15.24164
601290	464	15.46624
601305	456	15.10784
601320	455	15.0634
601335	460	15.2864
601350	459	15.24164
601365	450	14.8424
601380	455	15.0634
601395	452	14.93056
601410	456	15.10784
601425	456	15.10784
601440	458	15.19696
601455	446	14.66704
601470	455	15.0634
601485	459	15.24164
601500	461	15.33124
601515	459	15.24164
601530	456	15.10784
601545	461	15.33124
601560	461	15.33124
601575	457	15.15236
601590	447	14.71076
601605	465	15.5114
601620	458	15.19696
601635	460	15.2864
601650	471	15.78404
601665	464	15.46624
601680	465	15.5114
601695	476	16.01344
601710	480	16.1984
601725	472	15.82976
601740	477	16.05956
601755	475	15.9674
601770	472	15.82976
601785	482	16.29136
601800	482	16.29136
601815	486	16.47824
601830	482	16.29136
601845	494	16.85584
601860	486	16.47824
601875	499	17.09444
601890	499	17.09444
601905	505	17.3834
601920	507	17.48036
601935	514	17.82224
601950	511	17.67524
601965	518	18.01936
601980	519	18.06884
601995	528	18.51776
602010	533	18.76996
602025	542	19.22896
602040	552	19.74656
602055	550	19.6424
602070	567	20.53796
602085	561	20.21924
602100	566	20.48464
602115	584	21.45664
602130	580	21.2384
602145	601	22.39844
602160	600	22.3424
602175	607	22.73636
602190	618	23.36336
602205	643	24.82436
602220	632	24.17536
602235	648	25.12256
602250	664	26.09024
602265	656	25.60384
602280	683	27.26596
602295	687	27.51716
602310	699	28.27844
602325	691	27.76964
602340	695	28.0234
602355	692	27.83296
602370	714	29.24624
602385	723	29.83556
602400	716	29.37664
602415	709	28.92164
602430	702	28.47056
602445	712	29.11616
602460	710	28.9864
602475	711	29.05124
602490	719	29.57284
602505	704	28.59904
602520	707	28.79236
602535	708	28.85696
602550	710	28.9864
602565	699	28.27844
602580	705	28.6634
602595	699	28.27844
602610	697	28.15076
602625	691	27.76964
602640	693	27.89636
602655	700	28.3424
602670	691	27.76964
602685	700	28.3424
602700	696	28.08704
602715	687	27.51716
602730	676	26.82944
602745	685	27.3914
602760	679	27.01604
602775	685	27.3914
602790	676	26.82944
602805	675	26.7674
602820	672	26.58176
602835	666	26.21264
602850	661	25.90724
602865	662	25.96816
602880	673	26.64356
602895	665	26.1514
602910	660	25.8464
602925	663	26.02916
602940	654	25.48304
602955	661	25.90724
602970	650	25.2424
602985	659	25.78564
603000	645	24.9434
603015	649	25.18244
603030	661	25.90724
603045	644	24.88384
603060	651	25.30244
603075	647	25.06276
603090	647	25.06276
603105	646	25.00304
603120	652	25.36256
603135	626	23.82544
603150	649	25.18244
603165	647	25.06276
603180	642	24.76496
603195	628	23.94176
603210	642	24.76496
603225	641	24.70564
603240	633	24.23396
603255	644	24.88384
603270	643	24.82436
603285	634	24.29264
603300	638	24.52816
603315	631	24.11684
603330	639	24.58724
603345	637	24.46916
603360	641	24.70564
603375	632	24.17536
603390	650	25.2424
603405	654	25.48304
603420	664	26.09024
603435	677	26.89156
603450	673	26.64356
603465	674	26.70544
603480	687	27.51716
603495	693	27.89636
603510	691	27.76964
603525	702	28.47056
603540	708	28.85696
603555	723	29.83556
603570	721	29.70404
603585	733	30.49796
603600	726	30.03344
603615	747	31.43876
603630	747	31.43876
603645	747	31.43876
603660	762	32.46416
603675	760	32.3264
603690	748	31.50656
603705	756	32.05184
603720	762	32.46416
603735	764	32.60224
603750	764	32.60224
603765	757	32.12036
603780	763	32.53316
603795	738	30.83216
603810	761	32.39524
603825	744	31.23584
603840	750	31.6424
603855	761	32.39524
603870	758	32.18896
603885	739	30.89924
603900	750	31.6424
603915	754	31.91504
603930	750	31.6424
603945	725	29.9674
603960	741	31.03364
603975	731	30.36484
603990	732	30.43136
604005	733	30.49796
604020	726	30.03344
604035	724	29.90144
604050	716	29.37664
604065	723	29.83556
604080	723	29.83556
604095	717	29.44196
604110	695	28.0234
604125	705	28.6634
604140	703	28.53476
604155	689	27.64324
604170	697	28.15076
604185	704	28.59904
604200	691	27.76964
604215	695	28.0234
604230	686	27.45424
604245	674	26.70544
604260	684	27.32864
604275	682	27.20336
604290	684	27.32864
604305	666	26.21264
604320	646	25.00304
604335	675	26.7674
604350	669	26.39684
604365	655	25.5434
604380	658	25.72496
604395	651	25.30244
604410	653	25.42276
604425	651	25.30244
604440	637	24.46916
604455	640	24.6464
604470	641	24.70564
604485	638	24.52816
604500	621	23.53604
604515	631	24.11684
604530	635	24.3514
604545	617	23.30596
604560	635	24.3514
604575	612	23.02016
604590	628	23.94176
604605	625	23.7674
604620	624	23.70944
604635	626	23.82544
604650	621	23.53604
604665	611	22.96324
604680	620	23.4784
604695	611	22.96324
604710	619	23.42084
604725	615	23.1914
604740	622	23.59376
604755	618	23.36336
604770	609	22.84964
604785	622	23.59376
604800	622	23.59376
604815	621	23.53604
604830	622	23.59376
604845	624	23.70944
604860	621	23.53604
604875	630	24.0584
604890	636	24.41024
604905	637	24.46916
604920	646	25.00304
